time,avg_roam_time_min,area_to_destroy_12.4min,area_to_destroy_24.8min,area_to_destroy_30.0min,missiles_remaining,mated_missiles_remaining,retaliation_prob
2021/01/20-13:33,8.3,"66,952","151,917","198,113",36,20,0.9941
2021/01/20-13:34,8.9,"71,327","158,412","205,498",36,20,0.9941
2021/01/20-13:35,9.7,"77,034","166,982","215,269",37,21,0.9968
2021/01/20-13:36,6.5,"53,735","131,859","175,187",31,20,0.9941
2021/01/20-13:37,7.3,"58,719","139,706","184,235",33,19,0.9893
2021/01/20-13:38,7.9,"63,436","146,969","192,565",35,19,0.9893
2021/01/20-13:39,8.7,"68,857","155,252","202,049",36,21,0.9968
2021/01/20-13:40,9.4,"74,508","163,767","211,764",37,19,0.9893
2021/01/20-13:41,6.3,"52,312","129,800","172,861",32,16,0.9363
2021/01/20-13:42,7.1,"57,574","138,912","183,783",34,17,0.9649
2021/01/20-13:43,7.7,"61,577","145,035","190,796",35,20,0.9941
2021/01/20-13:44,8.4,"66,911","153,233","200,194",36,19,0.9893
2021/01/20-13:45,9.2,"72,477","161,662","209,824",37,18,0.9807
2021/01/20-13:46,6.7,"55,504","136,343","181,201",33,16,0.9363
2021/01/20-13:47,7.5,"60,548","144,251","190,309",35,19,0.9893
2021/01/20-13:48,7.3,"59,175","142,400","188,259",35,16,0.9363
2021/01/20-13:49,8.1,"64,412","150,500","197,559",36,16,0.9363
2021/01/20-13:50,8.8,"70,209","160,147","209,016",38,19,0.9893
2021/01/20-13:51,6.4,"52,829","133,435","178,391",33,18,0.9807
2021/01/20-13:52,7.1,"57,775","141,244","187,400",35,22,0.9982
2021/01/20-13:53,6.0,"50,005","129,285","173,685",33,17,0.9649
2021/01/20-13:54,6.8,"54,844","136,987","182,588",35,20,0.9941
2021/01/20-13:55,7.5,"59,913","144,920","191,721",37,19,0.9893
2021/01/20-13:56,5.9,"48,549","125,942","169,354",32,15,0.8843
2021/01/20-13:57,6.6,"53,260","133,463","178,054",34,19,0.9893
2021/01/20-13:58,7.1,"56,539","138,491","183,816",34,19,0.9893
2021/01/20-13:59,7.8,"61,617","146,380","192,883",35,21,0.9968
2021/01/20-14:00,8.6,"66,923","154,496","202,177",36,19,0.9893
2021/01/20-14:01,7.1,"55,788","135,906","180,266",31,15,0.8843
2021/01/20-14:02,7.8,"60,743","143,618","189,134",33,17,0.9649
2021/01/20-14:03,8.5,"65,921","151,553","198,225",35,17,0.9649
2021/01/20-14:04,9.2,"71,320","159,710","207,539",36,18,0.9807
2021/01/20-14:05,9.9,"76,943","168,089","217,074",37,20,0.9941
2021/01/20-14:06,7.4,"60,585","142,347","187,396",31,14,0.8230
2021/01/20-14:07,8.1,"65,673","150,192","196,397",33,17,0.9649
2021/01/20-14:08,8.8,"70,485","157,443","204,671",34,16,0.9363
2021/01/20-14:09,9.5,"75,992","165,707","214,092",36,20,0.9941
2021/01/20-14:10,10.2,"81,721","174,193","223,734",37,20,0.9941
2021/01/20-14:11,7.4,"61,781","143,702","188,818",31,16,0.9363
2021/01/20-14:12,8.2,"66,882","151,560","197,832",33,17,0.9649
2021/01/20-14:13,8.1,"65,139","149,552","195,713",34,16,0.9363
2021/01/20-14:14,8.8,"70,826","159,035","206,984",36,16,0.9363
2021/01/20-14:15,9.6,"76,409","167,428","216,556",37,19,0.9893
