time,avg_roam_time_min,area_to_destroy_12.4min,area_to_destroy_24.8min,area_to_destroy_30.0min,missiles_remaining,mated_missiles_remaining,retaliation_prob
2021/01/21-10:57,4.9,"13,432","36,881","50,165",0,0,0.0000
2021/01/21-10:58,5.6,"14,893","39,277","52,953",0,0,0.0000
2021/01/21-10:59,6.4,"16,430","41,749","55,817",1,1,0.0000
2021/01/21-11:00,7.1,"18,042","44,296","58,756",4,2,0.0000
2021/01/21-11:01,4.8,"13,347","36,710","49,958",0,0,0.0000
2021/01/21-11:02,5.1,"14,103","38,221","51,849",0,0,0.0000
2021/01/21-11:03,5.9,"15,592","40,645","54,665",0,0,0.0000
2021/01/21-11:04,6.6,"17,156","43,144","57,557",2,0,0.0000
2021/01/21-11:05,7.4,"18,797","45,719","60,524",5,2,0.0000
2021/01/21-11:06,5.2,"14,439","38,966","52,829",0,0,0.0000
2021/01/21-11:07,5.3,"14,538","39,151","53,050",0,0,0.0000
2021/01/21-11:08,6.0,"16,041","41,589","55,881",1,0,0.0000
2021/01/21-11:09,6.8,"17,619","44,102","58,786",3,1,0.0000
2021/01/21-11:10,7.5,"19,382","47,122","62,397",5,2,0.0000
2021/01/21-11:11,4.6,"13,330","37,452","51,209",0,0,0.0000
2021/01/21-11:12,5.0,"13,968","38,522","52,461",0,0,0.0000
2021/01/21-11:13,5.7,"15,440","40,929","55,260",1,1,0.0000
2021/01/21-11:14,6.5,"16,988","43,412","58,135",3,1,0.0000
2021/01/21-11:15,7.2,"18,611","45,970","61,085",5,4,0.0020
2021/01/21-11:16,4.6,"12,947","36,556","50,034",0,0,0.0000
2021/01/21-11:17,5.0,"13,757","37,902","51,606",0,0,0.0000
2021/01/21-11:18,5.7,"15,204","40,267","54,356",0,0,0.0000
2021/01/21-11:19,6.5,"16,726","42,707","57,180",2,2,0.0000
2021/01/21-11:20,7.2,"18,321","45,220","60,078",4,3,0.0001
2021/01/21-11:21,4.5,"12,840","36,075","49,333",0,0,0.0000
2021/01/21-11:22,4.8,"13,429","37,062","50,487",0,0,0.0000
2021/01/21-11:23,5.6,"14,843","39,377","53,179",0,0,0.0000
2021/01/21-11:24,6.3,"16,330","41,764","55,944",1,0,0.0000
2021/01/21-11:25,7.0,"17,890","44,224","58,781",3,1,0.0000
2021/01/21-11:26,4.7,"13,268","36,780","50,154",0,0,0.0000
2021/01/21-11:27,5.1,"14,198","38,298","51,919",0,0,0.0000
2021/01/21-11:28,5.9,"15,649","40,650","54,649",0,0,0.0000
2021/01/21-11:29,6.6,"17,174","43,075","57,451",2,2,0.0000
2021/01/21-11:30,7.3,"18,771","45,573","60,326",4,3,0.0001
2021/01/21-11:31,4.7,"13,229","36,724","50,091",0,0,0.0000
2021/01/21-11:32,4.9,"13,633","37,405","50,888",0,0,0.0000
2021/01/21-11:33,5.6,"15,077","39,766","53,634",0,0,0.0000
2021/01/21-11:34,6.3,"16,702","42,631","57,083",1,0,0.0000
2021/01/21-11:35,7.1,"18,294","45,140","59,977",4,0,0.0000
2021/01/21-11:36,4.9,"13,523","37,190","50,630",0,0,0.0000
2021/01/21-11:37,5.1,"14,071","38,103","51,694",0,0,0.0000
2021/01/21-11:38,5.9,"15,535","40,484","54,461",0,0,0.0000
2021/01/21-11:39,6.6,"17,074","42,940","57,302",2,1,0.0000
2021/01/21-11:40,7.3,"18,686","45,470","60,216",4,1,0.0000
2021/01/21-11:41,4.8,"13,529","37,232","50,686",0,0,0.0000
2021/01/21-11:42,5.2,"14,279","38,736","52,571",0,0,0.0000
2021/01/21-11:43,5.9,"15,770","41,162","55,388",1,0,0.0000
2021/01/21-11:44,6.7,"17,336","43,663","58,281",3,0,0.0000
2021/01/21-11:45,7.4,"18,977","46,239","61,250",5,1,0.0000
2021/01/21-11:46,4.9,"13,742","37,853","51,542",0,0,0.0000
2021/01/21-11:47,5.1,"14,225","38,665","52,492",0,0,0.0000
2021/01/21-11:48,5.9,"15,714","41,089","55,308",0,0,0.0000
2021/01/21-11:49,6.6,"17,279","43,589","58,200",2,2,0.0000
2021/01/21-11:50,7.4,"18,919","46,164","61,167",5,3,0.0001
2021/01/21-11:51,4.6,"13,222","37,021","50,580",0,0,0.0000
2021/01/21-11:52,5.0,"13,933","38,200","51,954",0,0,0.0000
2021/01/21-11:53,5.8,"15,408","40,610","54,757",0,0,0.0000
2021/01/21-11:54,6.5,"16,959","43,096","57,634",2,2,0.0000
2021/01/21-11:55,7.2,"18,585","45,657","60,587",5,4,0.0020
2021/01/21-11:56,4.8,"13,514","37,486","51,117",0,0,0.0000
2021/01/21-11:57,5.2,"14,397","38,941","52,812",0,0,0.0000
2021/01/21-11:58,6.0,"15,895","41,374","55,636",1,0,0.0000
2021/01/21-11:59,6.6,"17,176","43,129","57,527",2,0,0.0000
2021/01/21-12:00,7.3,"18,796","45,666","60,449",4,0,0.0000
