time,avg_roam_time_min,area_to_destroy_12.4min,area_to_destroy_24.8min,area_to_destroy_30.0min,missiles_remaining,mated_missiles_remaining,retaliation_prob
2021/01/20-13:32,6.5,"17,266","42,741","56,875",0,0,0.0000
2021/01/20-13:33,7.2,"18,891","45,301","59,827",4,2,0.0000
2021/01/20-13:34,8.0,"20,591","47,936","62,854",6,3,0.0001
2021/01/20-13:35,8.7,"22,366","50,647","65,956",8,4,0.0020
2021/01/20-13:36,6.7,"18,042","43,777","58,019",1,0,0.0000
2021/01/20-13:37,7.4,"19,687","46,357","60,992",3,2,0.0000
2021/01/20-13:38,8.2,"21,408","49,013","64,040",6,3,0.0001
2021/01/20-13:39,8.9,"23,205","51,745","67,163",8,4,0.0020
2021/01/20-13:40,9.7,"25,077","54,551","70,362",10,6,0.0384
2021/01/20-13:41,6.7,"17,757","43,440","57,661",1,0,0.0000
2021/01/20-13:42,7.0,"18,597","45,017","59,611",1,0,0.0000
2021/01/20-13:43,7.7,"20,272","47,627","62,613",5,3,0.0001
2021/01/20-13:44,8.5,"22,022","50,313","65,690",7,4,0.0020
2021/01/20-13:45,9.2,"23,848","53,073","68,843",8,5,0.0117
2021/01/20-13:46,7.6,"20,415","47,868","62,958",4,2,0.0000
2021/01/20-13:47,7.9,"21,163","48,997","64,247",4,2,0.0000
2021/01/20-13:48,8.6,"22,926","51,695","67,337",7,5,0.0117
2021/01/20-13:49,9.4,"24,765","54,468","70,502",8,6,0.0384
2021/01/20-13:50,10.1,"26,787","57,747","74,372",10,6,0.0384
2021/01/20-13:51,7.2,"20,182","47,541","62,656",2,1,0.0000
2021/01/20-13:52,7.9,"21,802","50,044","65,529",4,3,0.0001
2021/01/20-13:53,8.7,"23,572","52,749","68,626",6,5,0.0117
2021/01/20-13:54,9.4,"25,417","55,529","71,798",8,6,0.0384
2021/01/20-13:55,10.2,"27,338","58,384","75,046",10,7,0.0901
2021/01/20-13:56,6.8,"18,238","44,531","59,135",1,1,0.0000
2021/01/20-13:57,5.8,"15,368","40,396","54,470",0,0,0.0000
2021/01/20-13:58,6.5,"16,887","42,833","57,292",1,1,0.0000
2021/01/20-13:59,7.2,"18,479","45,343","60,187",4,4,0.0020
2021/01/20-14:00,8.0,"20,146","47,928","63,156",6,5,0.0117
2021/01/20-14:01,6.3,"16,583","41,999","56,172",0,0,0.0000
2021/01/20-14:02,6.7,"17,318","43,150","57,497",1,1,0.0000
2021/01/20-14:03,7.4,"18,910","45,642","60,367",4,3,0.0001
2021/01/20-14:04,8.1,"20,574","48,206","63,308",6,4,0.0020
2021/01/20-14:05,8.8,"22,311","50,843","66,323",8,5,0.0117
2021/01/20-14:06,6.5,"17,617","43,483","57,845",1,1,0.0000
2021/01/20-14:07,7.3,"19,211","45,978","60,717",3,3,0.0001
2021/01/20-14:08,7.9,"20,695","48,223","63,282",6,4,0.0020
2021/01/20-14:09,8.6,"22,423","50,852","66,288",7,3,0.0001
2021/01/20-14:10,9.3,"24,224","53,553","69,367",9,5,0.0117
2021/01/20-14:11,7.0,"18,797","45,183","59,762",2,1,0.0000
2021/01/20-14:12,7.6,"20,274","47,457","62,370",3,1,0.0000
2021/01/20-14:13,8.3,"21,993","50,093","65,391",6,2,0.0000
2021/01/20-14:14,9.1,"23,894","53,233","69,115",8,4,0.0020
2021/01/20-14:15,9.8,"25,760","56,017","72,284",10,6,0.0384
2021/01/20-14:16,7.4,"19,213","45,703","60,326",2,0,0.0000
2021/01/20-14:17,7.4,"19,036","45,543","60,173",2,1,0.0000
2021/01/20-14:18,8.2,"20,700","48,125","63,139",4,2,0.0000
2021/01/20-14:19,8.9,"22,438","50,780","66,180",6,3,0.0001
2021/01/20-14:20,9.6,"24,250","53,510","69,294",8,4,0.0020
2021/01/20-14:21,7.6,"20,552","47,718","62,624",3,2,0.0000
2021/01/20-14:22,8.2,"22,164","50,447","65,886",5,2,0.0000
2021/01/20-14:23,9.0,"23,963","53,182","69,012",7,3,0.0001
2021/01/20-14:24,9.7,"25,838","55,991","72,214",9,4,0.0020
2021/01/20-14:25,10.5,"27,788","58,876","75,491",11,6,0.0384
2021/01/20-14:26,7.4,"20,720","47,982","62,992",2,1,0.0000
2021/01/20-14:27,6.8,"19,188","45,758","60,478",1,0,0.0000
2021/01/20-14:28,7.6,"20,849","48,354","63,466",3,2,0.0000
2021/01/20-14:29,8.3,"22,586","51,025","66,529",5,2,0.0000
2021/01/20-14:30,9.1,"24,397","53,772","69,668",7,3,0.0001
2021/01/20-14:31,7.4,"20,354","47,633","62,651",2,1,0.0000
2021/01/20-14:32,7.5,"20,183","47,583","62,652",4,2,0.0000
2021/01/20-14:33,8.3,"21,911","50,246","65,707",7,2,0.0000
2021/01/20-14:34,9.0,"23,714","52,985","68,837",8,4,0.0020
2021/01/20-14:35,9.8,"25,593","55,798","72,043",11,6,0.0384
2021/01/20-14:36,8.4,"22,591","51,048","66,559",6,1,0.0000
2021/01/20-14:37,9.1,"24,404","53,796","69,699",9,3,0.0001
2021/01/20-14:38,9.9,"26,293","56,619","72,915",11,3,0.0001
2021/01/20-14:39,10.6,"27,805","58,520","74,914",12,4,0.0020
2021/01/20-14:40,11.3,"29,809","61,441","78,220",14,6,0.0384
2021/01/20-14:41,9.7,"26,737","56,464","72,445",9,2,0.0000
2021/01/20-14:42,10.2,"28,117","58,433","74,661",10,4,0.0020
2021/01/20-14:43,10.9,"30,197","61,752","78,564",12,4,0.0020
2021/01/20-14:44,11.6,"32,242","64,715","81,911",14,5,0.0117
2021/01/20-14:45,12.4,"34,379","67,787","85,375",15,4,0.0020
2021/01/20-14:46,10.8,"31,393","62,915","79,711",11,4,0.0020
2021/01/20-14:47,10.9,"30,813","61,683","78,143",10,4,0.0020
2021/01/20-14:48,11.7,"32,829","64,617","81,461",11,2,0.0000
2021/01/20-14:49,12.4,"34,919","67,624","84,853",12,5,0.0117
2021/01/20-14:50,13.1,"37,082","70,706","88,320",13,5,0.0117
2021/01/20-14:51,11.9,"34,807","66,854","83,808",11,2,0.0000
2021/01/20-14:52,12.5,"36,785","69,664","86,966",12,4,0.0020
2021/01/20-14:53,13.3,"38,981","72,795","90,489",13,4,0.0020
2021/01/20-14:54,14.0,"41,252","76,001","94,087",14,5,0.0117
2021/01/20-14:55,14.8,"43,599","79,282","97,761",15,5,0.0117
2021/01/20-14:56,13.3,"41,102","74,984","92,707",12,3,0.0001
2021/01/20-14:57,6.2,"16,974","42,086","56,067",0,0,0.0000
2021/01/20-14:58,6.9,"18,552","44,581","58,947",2,1,0.0000
2021/01/20-14:59,7.7,"20,203","47,150","61,901",4,2,0.0000
2021/01/20-15:00,8.4,"21,928","49,793","64,928",6,2,0.0000
2021/01/20-15:01,6.9,"18,814","44,826","59,185",1,0,0.0000
2021/01/20-15:02,7.0,"18,967","45,135","59,558",2,1,0.0000
2021/01/20-15:03,7.8,"20,629","47,715","62,523",5,2,0.0000
2021/01/20-15:04,8.5,"22,366","50,369","65,562",6,2,0.0000
2021/01/20-15:05,9.2,"24,176","53,097","68,675",9,4,0.0020
2021/01/20-15:06,8.1,"21,671","49,103","64,057",5,2,0.0000
2021/01/20-15:07,8.8,"23,435","51,785","67,123",8,5,0.0117
2021/01/20-15:08,9.5,"25,274","54,541","70,264",10,5,0.0117
2021/01/20-15:09,10.3,"27,186","57,371","73,479",12,5,0.0117
2021/01/20-15:10,11.0,"29,173","60,275","76,768",14,5,0.0117
2021/01/20-15:11,9.4,"26,051","55,197","70,870",9,3,0.0001
2021/01/20-15:12,10.0,"27,690","57,580","73,565",10,3,0.0001
2021/01/20-15:13,10.8,"29,653","60,461","76,830",12,3,0.0001
2021/01/20-15:14,11.5,"31,707","63,450","80,212",13,4,0.0020
2021/01/20-15:15,12.3,"33,838","66,515","83,669",15,7,0.0901
2021/01/20-15:16,10.2,"29,318","59,399","75,463",9,2,0.0000
2021/01/20-15:17,10.4,"29,994","60,386","76,582",9,2,0.0000
2021/01/20-15:18,11.2,"32,015","63,342","79,930",11,4,0.0020
2021/01/20-15:19,11.9,"34,112","66,374","83,354",12,4,0.0020
2021/01/20-15:20,12.7,"35,932","68,635","85,735",13,6,0.0384
2021/01/20-15:21,11.8,"34,733","66,396","83,061",11,4,0.0020
2021/01/20-15:22,12.4,"36,580","68,988","85,964",12,6,0.0384
2021/01/20-15:23,13.1,"38,772","72,097","89,458",13,4,0.0020
2021/01/20-15:24,13.8,"41,146","75,711","93,656",14,6,0.0384
2021/01/20-15:25,14.6,"43,485","78,968","97,298",15,6,0.0384
2021/01/20-15:26,13.2,"41,268","75,088","92,721",13,6,0.0384
2021/01/20-15:27,7.0,"19,749","45,899","60,316",1,0,0.0000
2021/01/20-15:28,7.8,"21,410","48,478","63,280",3,0,0.0000
2021/01/20-15:29,8.5,"23,145","51,131","66,317",5,2,0.0000
2021/01/20-15:30,9.2,"24,954","53,858","69,429",6,3,0.0001
2021/01/20-15:31,8.4,"23,097","50,587","65,502",4,1,0.0000
2021/01/20-15:32,8.0,"21,806","48,898","63,646",4,1,0.0000
2021/01/20-15:33,8.8,"23,551","51,543","66,669",6,3,0.0001
2021/01/20-15:34,9.5,"25,368","54,261","69,764",8,3,0.0001
2021/01/20-15:35,10.1,"26,907","56,205","71,814",11,5,0.0117
2021/01/20-15:36,9.6,"26,070","54,745","70,093",9,4,0.0020
2021/01/20-15:37,10.3,"27,951","57,509","73,227",11,4,0.0020
2021/01/20-15:38,11.0,"29,903","60,344","76,432",13,5,0.0117
2021/01/20-15:39,11.7,"31,926","63,250","79,708",15,5,0.0117
2021/01/20-15:40,12.4,"34,020","66,227","83,056",16,8,0.1730
2021/01/20-15:41,11.6,"32,531","63,786","80,215",14,6,0.0384
2021/01/20-15:42,10.6,"29,638","59,116","74,736",9,2,0.0000
2021/01/20-15:43,11.0,"30,764","60,405","76,030",10,3,0.0001
2021/01/20-15:44,11.6,"32,738","63,228","79,208",12,6,0.0384
2021/01/20-15:45,12.3,"34,781","66,119","82,455",13,6,0.0384
2021/01/20-15:46,11.9,"34,314","65,115","81,226",12,6,0.0384
2021/01/20-15:47,11.8,"34,459","65,121","81,174",11,4,0.0020
2021/01/20-15:48,12.5,"36,624","68,457","85,064",13,7,0.0901
2021/01/20-15:49,13.1,"38,749","71,430","88,394",14,6,0.0384
2021/01/20-15:50,13.8,"41,051","74,903","92,421",15,7,0.0901
2021/01/20-15:51,13.3,"40,778","74,163","91,485",13,5,0.0117
2021/01/20-15:52,13.5,"41,555","74,842","92,060",14,8,0.1730
2021/01/20-15:53,14.2,"43,779","77,898","95,464",15,7,0.0901
2021/01/20-15:54,14.9,"46,179","81,451","99,564",16,8,0.1730
2021/01/20-15:55,15.5,"48,556","84,676","103,145",17,8,0.1730
2021/01/20-15:56,14.9,"47,761","83,424","101,766",15,8,0.1730
2021/01/20-15:57,9.1,"26,143","54,534","69,826",6,4,0.0020
2021/01/20-15:58,9.8,"27,939","57,178","72,826",7,5,0.0117
2021/01/20-15:59,10.4,"29,803","59,891","75,894",9,6,0.0384
2021/01/20-16:00,11.1,"31,736","62,672","79,031",10,4,0.0020
2021/01/20-16:01,10.2,"29,752","59,546","75,426",7,5,0.0117
2021/01/20-16:02,10.1,"29,494","59,149","74,971",8,2,0.0000
2021/01/20-16:03,10.8,"31,391","61,895","78,073",8,4,0.0020
2021/01/20-16:04,11.5,"33,357","64,709","81,243",9,5,0.0117
2021/01/20-16:05,12.1,"35,392","67,592","84,481",12,5,0.0117
2021/01/20-16:06,12.0,"35,764","68,079","85,080",11,4,0.0020
2021/01/20-16:07,12.7,"37,959","71,444","89,000",12,5,0.0117
2021/01/20-16:08,13.3,"40,114","74,447","92,358",13,6,0.0384
2021/01/20-16:09,14.0,"42,337","77,518","95,786",15,6,0.0384
2021/01/20-16:10,14.7,"44,628","80,658","99,281",16,6,0.0384
2021/01/20-16:11,13.5,"42,147","76,653","94,637",13,5,0.0117
2021/01/20-16:12,10.0,"29,272","59,398","75,545",8,3,0.0001
2021/01/20-16:13,10.6,"31,156","62,130","78,633",10,4,0.0020
2021/01/20-16:14,11.3,"33,108","64,930","81,789",12,6,0.0384
2021/01/20-16:15,12.0,"35,128","67,799","85,014",13,5,0.0117
2021/01/20-16:16,11.2,"33,763","65,499","82,322",10,5,0.0117
2021/01/20-16:17,11.1,"33,723","65,303","82,060",10,4,0.0020
2021/01/20-16:18,11.8,"35,307","67,206","84,033",10,6,0.0384
2021/01/20-16:19,12.5,"37,360","70,107","87,290",12,6,0.0384
2021/01/20-16:20,13.2,"39,481","73,076","90,615",13,6,0.0384
2021/01/20-16:21,12.4,"38,138","70,764","87,896",11,5,0.0117
2021/01/20-16:22,12.9,"39,830","73,062","90,448",12,5,0.0117
2021/01/20-16:23,13.6,"42,008","76,106","93,855",13,6,0.0384
2021/01/20-16:24,14.3,"44,256","79,219","97,332",14,6,0.0384
2021/01/20-16:25,15.0,"46,592","82,438","100,921",15,7,0.0901
2021/01/20-16:26,14.3,"45,909","80,907","99,034",13,5,0.0117
2021/01/20-16:27,9.4,"27,136","55,987","71,536",5,5,0.0117
2021/01/20-16:28,10.1,"28,997","58,748","74,675",7,6,0.0384
2021/01/20-16:29,10.8,"30,930","61,582","77,887",9,8,0.1730
2021/01/20-16:30,11.5,"32,936","64,489","81,171",10,7,0.0901
2021/01/20-16:31,10.8,"31,658","62,292","78,590",7,7,0.0901
2021/01/20-16:32,11.1,"32,504","63,485","79,927",9,6,0.0384
2021/01/20-16:33,11.8,"34,536","66,418","83,238",10,7,0.0901
2021/01/20-16:34,12.5,"36,750","69,854","87,250",11,9,0.2728
2021/01/20-16:35,13.2,"38,928","72,932","90,706",13,9,0.2728
2021/01/20-16:36,12.8,"38,547","71,963","89,490",11,7,0.0901
2021/01/20-16:37,13.5,"40,768","75,101","93,013",13,9,0.2728
2021/01/20-16:38,14.0,"42,585","77,559","95,739",13,9,0.2728
2021/01/20-16:39,14.8,"44,950","80,859","99,431",15,10,0.4020
2021/01/20-16:40,15.5,"47,390","84,234","103,198",17,10,0.4020
2021/01/20-16:41,15.2,"47,616","84,114","102,933",15,10,0.4020
2021/01/20-16:42,12.5,"37,655","70,932","88,401",12,8,0.1730
2021/01/20-16:43,13.2,"39,883","74,095","91,956",14,9,0.2728
2021/01/20-16:44,14.0,"42,186","77,333","95,586",16,9,0.2728
2021/01/20-16:45,14.7,"44,565","80,646","99,292",17,8,0.1730
2021/01/20-16:46,13.2,"41,010","75,118","92,936",12,8,0.1730
2021/01/20-16:47,12.7,"40,232","73,785","91,371",11,7,0.0901
2021/01/20-16:48,13.5,"42,482","76,971","94,948",12,8,0.1730
2021/01/20-16:49,14.2,"44,807","80,231","98,600",13,8,0.1730
2021/01/20-16:50,15.0,"47,208","83,567","102,328",15,8,0.1730
2021/01/20-16:51,14.4,"46,752","82,401","100,864",13,8,0.1730
2021/01/20-16:52,14.9,"48,698","85,023","103,769",14,8,0.1730
2021/01/20-16:53,15.7,"51,172","88,431","107,570",15,7,0.0901
2021/01/20-16:54,16.4,"53,721","91,915","111,446",16,9,0.2728
2021/01/20-16:55,17.2,"56,346","95,474","115,397",18,9,0.2728
2021/01/20-16:56,16.3,"55,262","93,301","112,766",15,9,0.2728
2021/01/20-16:57,8.8,"25,555","54,279","69,838",5,4,0.0020
2021/01/20-16:58,9.6,"27,416","57,074","73,026",7,4,0.0020
2021/01/20-16:59,10.3,"29,352","59,945","76,289",9,6,0.0384
2021/01/20-17:00,11.1,"31,363","62,892","79,627",10,5,0.0117
2021/01/20-17:01,10.2,"29,724","60,196","76,489",7,5,0.0117
2021/01/20-17:02,10.0,"29,226","59,456","75,647",8,5,0.0117
2021/01/20-17:03,10.8,"31,209","62,373","78,956",9,5,0.0117
2021/01/20-17:04,11.5,"33,266","65,366","82,341",10,6,0.0384
2021/01/20-17:05,12.3,"35,417","68,469","85,843",13,7,0.0901
2021/01/20-17:06,12.1,"35,378","68,135","85,386",12,7,0.0901
2021/01/20-17:07,12.8,"37,582","71,291","88,942",14,8,0.1730
2021/01/20-17:08,13.6,"39,862","74,524","92,574",16,9,0.2728
2021/01/20-17:09,14.4,"42,220","77,834","96,283",18,11,0.5083
2021/01/20-17:10,15.1,"44,654","81,221","100,069",19,8,0.1730
2021/01/20-17:11,14.3,"43,491","79,088","97,529",17,8,0.1730
2021/01/20-17:12,10.9,"29,366","60,686","77,335",13,7,0.0901
2021/01/20-17:13,11.7,"31,454","63,726","80,774",14,9,0.2728
2021/01/20-17:14,12.4,"33,619","66,844","84,291",16,8,0.1730
2021/01/20-17:15,13.2,"34,934","68,374","85,847",16,9,0.2728
2021/01/20-17:16,13.1,"35,176","68,442","85,843",16,8,0.1730
2021/01/20-17:17,11.7,"31,483","62,984","79,644",12,7,0.0901
2021/01/20-17:18,12.4,"33,594","66,029","83,081",13,6,0.0384
2021/01/20-17:19,13.2,"35,780","69,150","86,594",14,7,0.0901
2021/01/20-17:20,13.9,"38,041","72,346","90,183",16,8,0.1730
2021/01/20-17:21,13.0,"36,384","69,564","86,929",13,6,0.0384
2021/01/20-17:22,13.4,"37,678","71,360","88,934",14,6,0.0384
2021/01/20-17:23,14.2,"39,964","74,581","92,548",15,8,0.1730
2021/01/20-17:24,14.9,"42,326","77,878","96,237",17,8,0.1730
2021/01/20-17:25,15.7,"44,763","81,250","100,001",18,8,0.1730
2021/01/20-17:26,14.7,"43,202","78,546","96,818",15,7,0.0901
2021/01/20-17:27,9.5,"26,870","56,068","71,763",6,3,0.0001
2021/01/20-17:28,10.2,"28,795","58,928","75,014",9,7,0.0901
2021/01/20-17:29,11.0,"30,795","61,863","78,342",10,7,0.0901
2021/01/20-17:30,11.7,"32,871","64,874","81,744",11,7,0.0901
2021/01/20-17:31,10.8,"30,680","61,471","77,833",9,6,0.0384
2021/01/20-17:32,11.2,"31,986","63,330","79,925",10,6,0.0384
2021/01/20-17:33,11.9,"34,084","66,363","83,350",11,8,0.1730
2021/01/20-17:34,12.7,"36,257","69,472","86,851",12,8,0.1730
2021/01/20-17:35,13.4,"38,506","72,655","90,426",16,9,0.2728
2021/01/20-17:36,12.4,"36,747","69,598","86,825",11,7,0.0901
2021/01/20-17:37,13.2,"38,967","72,753","90,371",13,8,0.1730
2021/01/20-17:38,13.9,"41,262","75,983","93,993",15,8,0.1730
2021/01/20-17:39,14.7,"43,632","79,288","97,690",17,9,0.2728
2021/01/20-17:40,15.4,"46,078","82,668","101,463",18,9,0.2728
2021/01/20-17:41,14.5,"44,693","80,176","98,506",15,9,0.2728
2021/01/20-17:42,10.7,"30,479","61,183","77,509",10,4,0.0020
2021/01/20-17:43,11.4,"32,525","64,164","80,882",11,7,0.0901
2021/01/20-17:44,12.1,"34,464","66,899","83,951",13,4,0.0020
2021/01/20-17:45,12.8,"36,650","70,020","87,464",14,7,0.0901
2021/01/20-17:46,12.1,"35,579","68,083","85,165",12,5,0.0117
2021/01/20-17:47,11.5,"34,102","66,132","83,078",11,4,0.0020
2021/01/20-17:48,12.2,"36,229","69,194","86,532",12,5,0.0117
2021/01/20-17:49,13.0,"38,432","72,332","90,062",13,6,0.0384
2021/01/20-17:50,13.7,"40,710","75,545","93,667",15,7,0.0901
2021/01/20-17:51,13.1,"39,939","74,300","92,287",13,7,0.0901
2021/01/20-17:52,13.6,"41,791","76,827","95,097",14,7,0.0901
2021/01/20-17:53,14.4,"44,135","80,106","98,768",15,7,0.0901
2021/01/20-17:54,15.1,"46,554","83,460","102,514",16,7,0.0901
2021/01/20-17:55,15.9,"49,049","86,889","106,336",17,8,0.1730
2021/01/20-17:56,15.2,"47,954","84,912","103,988",16,8,0.1730
2021/01/20-17:57,8.5,"23,403","52,051","67,642",5,3,0.0001
2021/01/20-17:58,9.3,"25,340","55,245","71,427",8,4,0.0020
2021/01/20-17:59,10.0,"27,244","58,083","74,658",10,5,0.0117
2021/01/20-18:00,10.8,"29,224","60,998","77,964",11,6,0.0384
2021/01/20-18:01,10.5,"27,964","58,671","75,127",9,5,0.0117
2021/01/20-18:02,9.3,"24,218","53,454","69,292",8,5,0.0117
2021/01/20-18:03,10.1,"26,185","56,660","73,082",9,6,0.0384
2021/01/20-18:04,10.8,"28,117","59,510","76,317",10,7,0.0901
2021/01/20-18:05,11.5,"30,123","62,433","79,625",14,8,0.1730
2021/01/20-18:06,11.0,"29,332","61,002","77,925",11,7,0.0901
2021/01/20-18:07,11.8,"31,360","63,948","81,256",14,7,0.0901
2021/01/20-18:08,12.5,"33,463","66,968","84,661",16,7,0.0901
2021/01/20-18:09,13.2,"35,639","70,062","88,139",17,9,0.2728
2021/01/20-18:10,14.0,"37,889","73,230","91,692",19,12,0.6502
2021/01/20-18:11,13.9,"38,393","73,613","92,024",18,12,0.6502
